## Unknown:

  53509714: 53509714
  53671487: 53671487
  53671666: 53671666
  53681729: 53681729
  53851612: 53851612
  53852258: 53852258
  53870571: 53870571
  53927647: 53927647
  54062068_TM_v07: 54062068
  54125579: 54125579
  54237876: 54237876
  54266850: 54266850
  54271536: 54271536
  54314208: 54314208
  54322582: 54322582
  54322664: 54322664
  54322821: 54322821
  54358676: 54358676
  54366393: 54366393
  54389978: 54389978
  54431023: 54431023
  54446341: 54446341
  54462705: 54462705
  54479211: 54479211
  54479329: 54479329
  54479470: 54479470
  54479475: 54479475
  54481833: 54481833
  54504912: 54504912
  54518570: 54518570
  54612182: 54612182
  54667401: 54667401
  54682491: 54682491
  54701437: 54701437
  54719266: 54719266
  54719780: 54719780
  54794917: 54794917
  54842890: 54842890
  54862045: 54862045
  54865932: 54865932
  54937480: 54937480
  54964748: 54964748
  55009825: 55009825
  55058864: 55058864
  55063786: 55063786
  55066120: 55066120
  55070915: 55070915
  55107406: 55107406
  55128266: 55128266
  55133158: 55133158
  55138543: 55138543
  55161678: 55161678
  55170010: 55170010
  55182095: 55182095
  55226240_TM_v08: 55226240
  55315376: 55315376
  55325912: 55325912
  55328726: 55328726
  55346401: 55346401
  55357890: 55357890
  55366824: 55366824
  55366860: 55366860
  55370801: 55370801
  55374219: 55374219
  55383831: 55383831
  55433877: 55433877
  55463899: 55463899
  55482414: 55482414
  55495322: 55495322
  55524821: 55524821
  55561260: 55561260
  55648890: 55648890
  55659301: 55659301
  55666696: 55666696
  55679201: 55679201
  55681739: 55681739
  55700834: 55700834
  55700942: 55700942
  55709058: 55709058
  55711399: 55711399
  55733751: 55733751
  55735227: 55735227
  55747744_TM: 55747744
  55755684: 55755684
  55758958: 55758958
  55759873: 55759873
  55768834: 55768834
  55778404: 55778404
  55795972: 55795972
  55797161: 55797161
  55798114: 55798114
  55802822: 55802822
  55805655: 55805655
  55817594: 55817594
  55828101: 55828101
  55840883: 55840883
  55851774: 55851774
  55855747: 55855747
  55870656: 55870656
  55887434: 55887434
  55888780: 55888780
  55898196: 55898196
  55911954: 55911954
  55991761: 55991761
  56021392: 56021392
  56024884: 56024884
  56038648: 56038648
  56039577: 56039577
  56043975: 56043975
  56060351: 56060351
  56084369: 56084369
  56089468: 56089468
  56090771|mach2.warning.duplicate0: 59348922
  56093625: 56093625
  56097011: 56097011
  56099152: 56099152
  56107344: 56107344
  56108446: 56108446
  56133768: 56133768
  56154553: 56154553
  56189266: 56189266
  56197649: 56197649
  56197835: 56197835
  56210477: 56210477
  56224408: 56224408
  56231474: 56231474
  56245971: 56245971
  56246287: 56246287
  56256542: 56256542
  56257248: 56257248
  56268098: 56268098
  56275225: 56275225
  56292572: 56292572
  56301972: 56301972
  56311826: 56311826
  56313731: 56313731
  56314744: 56314744
  56321400: 56321400
  56324789: 56324789
  56332444: 56332444
  56336323: 56336323
  56347821: 56347821
  56352588: 56352588
  56353322: 56353322
  56354828: 56354828
  56354941: 56354941
  56360630: 56360630
  56370341: 56370341
  56384656: 56384656
  56394144: 56394144
  56405144: 56405144
  56405725: 56405725
  56406040: 56406040
  56417388: 56417388
  56428848: 56428848
  56429179: 56429179
  56436361: 56436361
  56444097: 56444097
  56444131: 56444131
  56456993: 56456993
  56457801: 56457801
  56457812: 56457812
  56458308: 56458308
  56459628: 56459628
  56460213: 56460213
  56470062: 56470062
  56473585: 56473585
  56484228: 56484228
  56484476: 56484476
  56484666: 56484666
  56494714: 56494714
  56496744: 56496744
  56501152: 56501152
  56501850: 56501850
  56501891: 56501891
  56508991: 56508991
  56519642: 56519642
  56525677: 56525677
  56530512: 56530512
  56531346: 56531346
  56532199: 56532199
  56541810: 56541810
  56542227: 56542227
  56543036: 56543036
  56546130: 56546130
  56547895: 56547895
  56550817: 56550817
  56661439: 56661439
  56661943: 56661943
  56664216: 56664216
  56693051: 56693051
  56777357: 56777357
  56778684: 56778684
  56789602: 56789602
  56809267: 56809267
  56809673: 56809673
  56811165: 56811165
  56816964: 56816964
  56834065: 56834065
  56845155: 56845155
  56847035: 56847035
  56854406: 56854406
  56859762: 56859762
  56860052: 56860052
  56877808: 56877808
  56878599: 56878599
  56884235: 56884235
  56886718: 56886718
  56892083: 56892083
  56892499: 56892499
  56899451: 56899451
  56905630: 56905630
  56910246: 56910246
  56911213: 56911213
  56916927: 56916927
  56918114: 56918114
  56919513: 56919513
  56922458: 56922458
  56936253: 56936253
  56943632: 56943632
  56948969: 56948969
  56950078: 56950078
  56951877: 56951877
  56960283: 56960283
  56962339: 56962339
  56966214: 56966214
  56966776: 56966776
  56970008: 56970008
  56982402: 56982402
  56990128: 56990128
  56991631: 56991631
  56998697: 56998697
  57003568: 57003568
  57003800: 57003800
  57004514: 57004514
  57006869: 57006869
  57012083: 57012083
  57049244: 57049244
  57053679: 57053679
  57054134: 57054134
  57059661: 57059661
  57069111: 57069111
  57070267: 57070267
  57071200: 57071200
  57119046: 57119046
  57126356: 57126356
  57159351: 57159351
  57171587: 57171587
  57180834: 57180834
  57185441: 57185441
  57193840: 57193840
  57195611: 57195611
  57205279: 57205279
  57207774: 57207774
  57244651: 57244651
  57246082: 57246082
  57258511: 57258511
  57259956: 57259956
  57277348: 57277348
  57277759: 57277759
  57277870: 57277870
  57296330: 57296330
  57302334: 57302334
  57315312: 57315312
  57320086: 57320086
  57336656: 57336656
  57337766: 57337766
  57338261: 57338261
  57354279: 57354279
  57359072: 57359072
  57371999: 57371999
  57381112: 57381112
  57390535: 57390535
  57393334: 57393334
  57394083: 57394083
  57395756: 57395756
  57396342: 57396342
  57419639: 57419639
  57435125: 57435125
  57448866: 57448866
  57452566: 57452566
  57455049: 57455049
  57456580: 57456580
  57460691: 57460691
  57467515: 57467515
  57468884: 57468884
  57471391: 57471391
  57475539: 57475539
  57499353: 57499353
  57505787: 57505787
  57507293: 57507293
  57509102: 57509102
  57509156: 57509156
  57509511: 57509511
  57511882: 57511882
  57514622: 57514622
  57516658: 57516658
  57518643: 57518643
  57524352: 57524352
  57528726: 57528726
  57529004: 57529004
  57529936: 57529936
  57539554: 57539554
  57556150: 57556150
  57560641: 57560641
  57566292: 57566292
  57568403: 57568403
  57573762: 57573762
  57581679: 57581679
  57594823: 57594823
  57606309: 57606309
  57606323: 57606323
  57610738: 57610738
  57629517: 57629517
  57635190: 57635190
  57644554: 57644554
  57687321: 57687321
  57696949: 57696949
  57706504: 57706504
  57722824: 57722824
  57739723: 57739723
  57747624: 57747624
  57751666: 57751666
  57751687: 57751687
  57772892: 57772892
  57776064: 57776064
  57784551: 57784551
  57784674: 57784674
  57789364: 57789364
  57790989: 57790989
  57797275: 57797275
  57822685: 57822685
  57825181: 57825181
  57832791: 57832791
  57833631: 57833631
  57840822: 57840822
  57850580: 57850580
  57874537: 57331446
  57882157: 57882157
  57887609: 57887609
  57899793: 57899793
  57900749: 57900749
  57902222: 57902222
  57905601: 57905601
  57906271: 57906271
  57913591: 57913591
  57928611: 57928611
  57933778: 57933778
  57938067: 57938067
  57947981: 57947981
  57956781: 57956781
  57962490: 57962490
  57971301: 57971301
  57980703: 57980703
  57984070: 57984070
  57984728: 57984728
  57987345: 57987345
  57987474: 57987474
  57987516: 57987516
  57992920: 57992920
  58004368: 58004368
  58010437: 58010437
  58013249: 58013249
  58021452: 58021452
  58022052: 58022052
  58022056: 58022056
  58027711: 58027711
  58029256: 58029256
  58032208: 58032208
  58036829: 58036829
  58037515: 58037515
  58037574: 58037574
  58037628: 58037628
  58039681: 58039681
  58042417: 58042417
  58045984: 58045984
  58069806: 58069806
  58086023: 58086023
  58086880: 58086880
  58100247: 58100247
  58106781: 58106781
  58113125: 58113125
  58113196: 58113196
  58115022: 58115022
  58116118: 58116118
  58116209: 58116209
  58118131: 58118131
  58130134: 58130134
  58131842: 58131842
  58146880: 58146880
  58201784: 58201784
  58205615: 58205615
  58221799: 58221799
  58247009: 58247009
  58263760: 58263760
  58266050: 58266050
  58267886: 58267886
  58274534: 58274534
  58288238: 58288238
  58291080: 58291080
  58293121: 58293121
  58294486: 58294486
  58304629: 58304629
  58311344: 58311344
  58314248: 58314248
  58319495: 58319495
  58323491: 58323491
  58324036: 58324036
  58326980: 58326980
  58336681: 58336681
  58345083: 58345083
  58355787: 58355787
  58358556: 58358556
  58360199: 58360199
  58362677: 58362677
  58363211: 58363211
  58367685: 58367685
  58368509: 58368509
  58375376: 58375376
  58379993: 58379993
  58380020: 58380020
  58380933: 58380933
  58390110: 58390110
  58392094: 58392094
  58393552: 58393552
  58393685: 58393685
  58405310: 58405310
  58407028: 58407028
  58407368: 58407368
  58407370: 58407370
  58409629: 58409629
  58409637: 58409637
  58420752: 58420752
  58423575: 58423575
  58433414: 58433414
  58437398: 58437398
  58445720: 58445720
  58445924: 58445924
  58447884: 58447884
  58450059: 58450059
  58458154: 58458154
  58458904: 58458904
  58459845: 58459845
  58460070: 58460070
  58484184: 58484184
  58500308: 58500308
  58544091: 58544091
  58546274: 58546274
  58548552: 58548552
  58549511: 58549511
  58554988: 58554988
  58555556: 58555556
  58563181: 58563181
  58563250: 58563250
  58572797: 58572797
  58600201: 58600201
  58632286: 58632286
  58634386: 58634386
  58635592: 58635592
  58635907: 58635907
  58642880: 58642880
  58647029: 58647029
  58648547: 58648547
  58649637: 58649637
  58676537: 58676537
  58677712: 58677712
  58687924: 58687924
  58689319: 58689319
  58691703: 58691703
  58693895: 58693895
  58696263: 58696263
  58702581: 58702581
  58705419: 58705419
  58722311: 58722311
  58725153: 58725153
  58731382: 58731382
  58739717: 58739717
  58745218: 58745218
  58761684: 58761684
  58772605: 58772605
  58777042: 58777042
  58778013: 58778013
  58854106: 58854106
  58919778: 58919778
  58929466: 58929466
  58937533: 58937533
  58938944: 58938944
  58939878: 58939878
  58992016: 58992016
  58994121: 58994121
  59011764: 59011764
  59014145: 59014145
  59027426: 59027426
  59029361: 0
  59077249: 59077249
  59088569: 59088569
  59103185: 59103185
  59111102: 59111102
  59111371: 59111371
  59116012: 59116012
  59131850: 59131850
  59162552: 59162552
  59162555: 59162555
  59174761: 59174761
  59188571: 59188571
  59192315: 59192315
  59213878: 59213878
  59215879: 59215879
  59226089: 59226089
  59232327: 59232327
  59235295: 59235295
  59255444: 59255444
  59258373: 59258373
  59258505: 59258505
  59258805: 59258805
  59263834: 59263834
  59273100: 59273100
  59276064: 59276064
  59283540: 59283540
  59286576: 59286576
  59288675: 59288675
  59293006: 59293006
  59294286: 59294286
  59305111: 59305111
  59306538: 59306538
  59319732: 59319732
  59345096: 59345096
  59345162: 59345162
  59345818: 59345818
  59354443: 59354443
  59355007: 59355007
  59356752: 59356752
  59357059: 59357059
  59369936: 59369936
  59372903: 59372903
  59399536: 59399536
  59403480: 59403480
  59424891: 59424891
  59425513: 59425513
  59431653: 59431653
  59435217: 59435217
  59437854: 59437854
  59440484: 59440484
  59441486: 59441486
  59441650: 59441650
  59444070: 59444070
  59456609: 59456609
  59472144: 59472144
  59472481: 59472481
  59646216: 59646216
  59650568: 59650568
  59650740: 59650740
  59656602: 59656602
  59687973: 59687973
  59688196: 59688196
  59712866: 59712866
  59720564: 59720564
  59724049: 59724049
  59748922: 59748922
  59771790: 59771790
  59776385: 59776385
  59780115: 59780115
  59789368: 59789368
  59790520: 59790520
  59794803: 59794803
  59798115: 59798115
  59811578: 59811578
  59821427: 59821427
  59867315: 59867315
  59870501: 59870501
  59871740: 59871740
  59874629: 59874629
  59938328: 59938328
  59961277: 59961277
  59977655: 59977655
  5D_BugFixes: 57205636
  5cdff46ad785473187b04fe5b23e1709: 44498562
  60007725: 60007725
  60060568: 60060568
  60064795: 60064795
  60146000: 60146000
  60148647: 60148647
  60181067: 60181067
  60181467: 60181467
  60191229: 60191229
  60215970: 60215970
  60237021: 60237021
  60253563: 60253563
  60279873: 60279873
  607cd3c1c69c4b20b2a4cd4c1bb48b3d: 52552402
  617676091: 56846999
  62875961: 59158814
  670606650: 58040535
  6GHzSoftAp: 40466470
  7AyR4ebk: 50730855
  7c91ef923e64407ca2bde02cab1bdc35: 53790638
  804824378: 58040533
  8283cfaadd004642a259063ea15fce36: 53272922
  857796921: 56661522
  8b7deeeb52e04e58a23fc6e9d7a3f122: 49759314
  8s9Ni13cm: 52452375
  979151163: 58116496
  98085178: 58075359
  984395066: 58193360
  988205372: 48818000
  9cAh7Sfd: 53160295
  A9Indicator: 43767340
  AADFNFTempFix: 54627187
  AADRecoveryPasswordDeletion: 26987393
  AADToMicrosoftEntra: 44963667
  AANTFE: 55700666
  AASPolicyNotify: 50160435
  AATME: 59323869
  ACPIIRI: 56744160
  ACW_Toast_Content: 55932493
  ADC: 40642155
  AEGVIF: 43483788
  AFGU: 40838411
  AHTFUN: 60309251
  AIActionCatalogPrechecks: 59193521
  AICSettings: 51676966
  AIFabric_ACINDEX: 56988056
  AIFabric_IMGEMB: 44506331
  AIFabric_ImageObjectExtractor: 48143345
  AIFabric_LANGUAGEMODEL: 48771933
  AIFabric_LocalService_Support: 48420349
  AIFabric_ME: 45274397
  AIFabric_OCR: 44506302
  AIFabric_PAR: 45582298
  AIFabric_QP: 45775730
  AIFabric_SEG: 44506320
  AIFabric_SEMTXT: 44701921
  AIFabric_SR: 44506309
  AIFabric_SRD: 44506342
  AIFabric_TRIMAPSEG: 45739539
  AIFabric_TXTEMB: 44506337
  AITSampling_TVS_Fixes: 59846942
  ALR: 51997565
  AMD_P384_EK_Cert: 48803766
  ANDP: 57728042
  ARCDSS: 46736541
  ARFIO: 44811738
  ATDAF: 56887328
  ATFOI_Test: 41066657
  ATFOI_Test_AIX: 49773224
  ATFOI_Test_ClickToDo: 56412616
  ATFOI_Test_V2: 46816931
  ATFOI_Test_V3: 49023326
  AVCMM: 46636795
  AY_LC_L: 54891297
  AbortBackgroundUpdateAccessViolationFix: 54492225
  AboutPageSupportProvider: 59120018
  AccessibilityIconsOnSystray: 56321991
  AccessibilitySettingsBackupRestoreHandler: 45024493
  AccountControl_Undocked: 56298129
  AccountHealthCore: 46691976
  AccountTypeTelemetry: 57386138
  AccountsGroup_FirstPartySilentEnumSecondarySSO: 12509893
  AccountsServiceUdk: 28237372
  AcquisitionEnqueueToWorkingDelayTip: 56813104
  ActionCenterNotification: 8598334
  ActionsPullLimit: 44574455
  ActivateImmediatelyFromVoiceAccess: 57779290
  ActivePivotSelectionFallback: 56048098
  AddExtensionPackagesBeforeResourceAccess: 46722668
  AddLoggedInUserToFamilyRoster: 36462142
  AddMemInfoToBootTrace: 57608148
  AddPreloadCheckToOtherEnduserOobePages: 58706937
  AddRulesEngineTipTest: 53517471
  AddSourceWindowFromViewNavigationRequested: 9205753
  AddStrongRefsToSearchAppearanceAsyncCalls: 48194277
  AddSwitchAsyncContextToPositionerActivations: 9582236
  AdminFlowRejuv_AddDomainUserAndEditUser: 59359094
  AdminFlowRejuv_EnterProductKeyPage: 42733866
  AdminFlowRejuv_FeaturedReset: 41598133
  AdminFlowRejuv_PhoneActivationPage: 42739800
  AdminFlowRejuv_RetailDemoConfirmPage: 44357190
  AdminFlowRejuv_TroubleshootActivation: 42739793
  AdminFlowRejuv_UninstallOS: 41670003
  AdminInitiatedIPU: 55376964
  AdvancedColorBrightnessSlider: 12259052
  AdvancedColorSettingsPage: 10834416
  Aepic_TryCatch: 56897593
  AeroShakeEnabled: 29983356
  AesSha2: 48772363
  AgentActivationRuntimeAPI_AboveLock: 20829994
  AgentSessionActivationSignalsTest_60236308: 60236308
  AgentSessionApiActivationTest_59098673: 59098673
  AllKeysAndBootMgrByWinCS: 58304633
  Allow3POROMRollout: 54350110
  Allow3PUEFICARollout: 55061616
  AllowColorimetryWithoutMHC2: 45194707
  AllowDBUpdate2023Rollout: 54240764
  AllowDisableProcessTreeBreakawayFlagForWin32alacarte: 58181842
  AllowEnterpriseUnpin: 55935327
  AllowExoL1VH: 47947197
  AllowForCdmTestHook: 55062919
  AllowHideRecommendedSection: 59176247
  AllowHideRecommendedSection|mach2.warning.duplicate0: 57526201
  AllowI3CHostEnumeration: 48969973
  AllowMissingOverlayMedia: 54015020
  AllowProcessingColorFiltersOnHardware: 39905418
  AllowTSLRedemptionForOEMNONSLP: 48180651
  AllowTryShowWithoutTIH_58146967: 58146967
  AltTextWindowsBackup: 54707867
  AmiCache_SQLite: 56694404
  Annotations: 12221178
  ApMonImpersonation_Fix|mach2.warning.duplicate0: 60079888
  ApiLogging: 22006889
  ApiSampling_InventorySvc: 46096527
  ApiSampling_LoggingImprovements: 58079732
  ApiSampling_TraceLogging_Enabled_Check: 56694100
  AppContainerConnectivityOnWindowsServerContainers: 38228554
  AppContainerPFN: 39344389
  AppDefaultHashRotation: 43229420
  AppDefaultHashRotationRollbackV2ToV1: 58810067
  AppDefaultHashRotationUpdateHashes: 27623730
  AppDefaultHashRotationV1ToV2: 58679359
  AppDefaultSkipVerifyBeforeMigration: 59144945
  AppDefaultsOptimizeStoreDetection: 59089691
  AppDefaultsRemoveUninstalledStoreItem: 58072730
  AppExtensions_CacheFiltering_AllowDockedSystemAppPackages: 59432242
  AppFootprintAccessViolationFix: 59450800
  AppFootprintHeapCorruptionFix: 59928781
  AppFootprintInvalidHandleCrash: 59700897
  AppFootprintRefresh: 54056725
  AppFootprint_CriticalSectionInitDeleteFix: 59936432
  AppFootprint_InventorySvc: 51972283
  AppFootprint_ProviderEnabledCheck: 59192272
  AppFootprint_RTLArrayLoggerEventsCleanupFix: 60107805
  AppInstallBatching: 6867405
  AppInv_Android_Cleanup: 49716677
  AppInv_CSP_IsWin32App: 57897414
  AppInv_EmptyPackageName: 59737259
  AppInv_PresizedWstrings: 60059729
  AppInv_ShortcutDelay: 57878083
  AppInv_Spark_Cleanup: 54360812
  AppInv_VerifyPath_OOM: 57768556
  AppIsolationSeparateSublayer: 6268226
  AppListCommercial: 57688741
  AppReadinessFirewallTimeout: 38922639
  AppRestorePlaceholders: 41088358
  AppRestorePlaceholdersWait: 43968183
  AppUriValidationFix: 53689991
  AppVContainer: 8295088
  ApplicationFrameHostInputPaneUseAfterFreeFix: 58092239
  ApplicationFrameHostPerformanceImprovements: 39717744
  ApplicationGuardDownloadToHost: 13740217
  ApplyWindowActionConvergence: 55334438
  Appraiser_CloseUserTokenHandle: 56699133
  Appraiser_FixSetupMarkers: 57065072
  Appraiser_FullSyncIfMissingDiffSyncId: 55331161
  Appraiser_ImproveCtacMigratedMarkersQuery: 48526053
  Appraiser_RecordFullSyncFix: 58538271
  Appraiser_RemoveDuplicateGatedBlocks: 56313892
  Appraiser_TAGREFInsufficent: 57352196
  Appraiser_TelemetryCriteriaForDeltas: 58038178
  Appraiser_WoscVersionCheck: 57397019
  AppxOptimizationsInAuditMode: 39662856
  ArbiterMetadataContainer: 56160316
  ArgonContainerCommonSchema: 48033613
  Arm64PreInitApplication: 51578828
  Arm64VcRedistInstallPcaSvc: 53818329
  Arm64XMatching: 51955724
  ArrowKeysUnselect: 17685567
  ArticulatedHand2DInteraction: 18127454
  AskKernelAcceptFull: 49773188
  Asl_SupportUnicode: 56694716
  AttemptCountIncrementForRetry: 56930258
  AttributeManagerSingleton: 37586555
  AttributeProvidersConcurrentRefresh: 39379499
  AugmentedEntryPoint: 36226054
  AugmentedEntryPointBadging: 36718398
  AuthenticationPackageUtilizationTelemetry: 48419102
  AutoEscalationSupport: 59872159
  AutoFix: 58191328
  AutoGameMode: 11015710
  AutoGameModeProfile: 11650261
  AutoGamePowerProfile: 14290802
  AutoSR_2510D: 59101044
  AutoSR_2511D: 59707436
  AutoSR_Allow10BitAlways: 49579327
  AutoSR_AllowForceCompose: 59869648
  AutoSR_LoadFromPath: 60066416
  AutoSR_PostGeRTM: 51894012
  AutoSR_ProxyCreateOn12: 59926686
  AutoSR_v2: 54015947
  AutoSR_v2_Notifications: 56683868
  AutopilotAcceptEula: 55801451
  AutopilotBitlockerOobeDeferral: 29240126
  AutopilotClearUserEspCacheOnComplete: 55554139
  AutopilotDevicePreparation: 41603559
  AutopilotDeviceTagging: 46301882
  AutopilotDppRebootFix: 55517900
  AutopilotDppResilience: 53695381
  AutopilotPreprovisioningRedGreenBackground: 57052415
  AutopilotReset: 21412447
  AutopilotRestoration: 37048941
  AutopilotTpmPersistentKeySkipPolicyCheck: 57481839
  AutopilotUpdateInOobe: 18248749
  AvailableKeyboardsToolTip: 52998184
  AvailableLanguagesToolTip: 52294697
  AverageAggregation: 38513938
  AvoidCheckingVisibilityForHookEventForeground: 51405009
  AvoidCheckingVisibilityForHookEventHide: 51503750
  AvoidLoadingLegacyOfficeSpeller: 42911515
  B2508: 0
  BASBF: 53397306
  BELFSCF: 56279229
  BFGAA: 57345194
  BFIND: 57927587
  BRC_TelemetryImprovement: 52446107
  BTCBF: 50617828
  BTPanUI: 41540195
  BV: 55642965
  BVABF: 59077552
  BackNavigationToEulaPage: 50274230
  BackgroundBackupRestoreHandler: 34875338
  BackgroundRestoreHandler: 45026375
  BackgroundSlideShowRestoreHandler: 47514554
  BackgroundTaskCanceledTelemetry: 45625845
  BackgroundTask_WSW: 54399521
  BackupBannerL3Alerts: 43833074
  BackupButtonVisibleTrigger: 45276856
  BackupCommercial: 56012536
  BackupNotify: 50174317
  BackupPolicyManager: 57386133
  BackupRestoreCoordinatorCore: 41357457
  BackupRestoreCoordinatorDelayNetworkRestore: 46735733
  BackupRestoreCoordinatorThemeFSIARestore: 44635706
  BackupRestoreCoordinatorWait: 42865538
  BackupStNotify: 53615593
  Backup_Preferences_TelemetryImprovement: 52980759
  BatchFileCodeIntegrity: 35140618
  BatterySignals_WSW: 54399508
  BetterToastTip: 57616363
  BfeSubnets_BugFixes_25B: 51772718
  Bfe_Timer_BugFixes_25B: 52758005
  BinaryHealthPlugin_Handle_CbsBusyError: 56291956
  BindLicensingUIToSlui: 39264802
  BindPathCacheFix: 51700305
  BioFeedbackOnXamlIsland: 31517562
  BitLockerEphemeralVolumeSupport: 53100057
  BitLockerSaveMSA: 29849368
  BitLocker_Backup_MSA_Command_Line: 55800676
  BitLocker_Backup_RP_On_Resume: 44061860
  BitLocker_Backup_RP_Or_Clear_Backup_Info: 43452576
  BitLocker_Block_Backup_DeviceEncryption: 58006451
  BitLocker_BuildTPMPV2: 44955113
  BitLocker_CSP_Remove_FallThrough: 46489402
  BitLocker_Cleanup_AAD_Stale_RPs_For_Max_Limit: 48331790
  BitLocker_Encrypt_All_Drives: 13686439
  BitLocker_Limit_Num_RP_Per_Vol: 38109668
  BitLocker_Reduce_Auto_DE_Hardware_Reqs: 43028163
  BitLocker_Reduce_DE_Hardware_Reqs: 40565347
  BitLocker_TPMPV2_Log_Parsing: 48391549
  BitLocker_TPMPV2_MultiBinding: 48495433
  BitLocker_UsePPF: 48495436
  BlackForestShellSupport: 10960001
  BleepWave2: 50692177
  BlockDisallowedSettingsAdminFlows: 57838222
  BlockToastImpersonation: 56393598
  BluetoothL2: 29881313
  BluetoothLEAudioCoordinatedSetUXImprovement: 46544283
  BluetoothLEAudioHearingAids: 35619499
  BootAppAntiRollback: 57294640
  BreadCrumbBarMemoryLeak: 56788622
  BreadcrumbBarLeafNodeToolTip: 56390325
  BrokerCleanupSBCandDowntime: 58433260
  BubblesStackOverflowFix: 53846605
  BufferCommands: 7471763
  BugFix39591904_CloudClipboardSetting: 39591904
